date,KQ.m@CFFEX.IC
2018-03-27,CFFEX.IC1804
2018-03-28,CFFEX.IC1804
2018-03-29,CFFEX.IC1804
2018-03-30,CFFEX.IC1804
2018-04-02,CFFEX.IC1804
2018-04-03,CFFEX.IC1804
2018-04-04,CFFEX.IC1804
2018-04-09,CFFEX.IC1804
2018-04-10,CFFEX.IC1804
2018-04-11,CFFEX.IC1804
2018-04-12,CFFEX.IC1804
2018-04-13,CFFEX.IC1804
2018-04-16,CFFEX.IC1804
2018-04-17,CFFEX.IC1804
2018-04-18,CFFEX.IC1804
2018-04-19,CFFEX.IC1804
2018-04-20,CFFEX.IC1804
2018-04-23,CFFEX.IC1805
2018-04-24,CFFEX.IC1805
2018-04-25,CFFEX.IC1805
2018-04-26,CFFEX.IC1805
2018-04-27,CFFEX.IC1805
2018-05-02,CFFEX.IC1805
2018-05-03,CFFEX.IC1805
2018-05-04,CFFEX.IC1805
2018-05-07,CFFEX.IC1805
2018-05-08,CFFEX.IC1805
2018-05-09,CFFEX.IC1805
2018-05-10,CFFEX.IC1805
2018-05-11,CFFEX.IC1805
2018-05-14,CFFEX.IC1805
2018-05-15,CFFEX.IC1805
2018-05-16,CFFEX.IC1805
2018-05-17,CFFEX.IC1805
2018-05-18,CFFEX.IC1806
2018-05-21,CFFEX.IC1806
2018-05-22,CFFEX.IC1806
2018-05-23,CFFEX.IC1806
2018-05-24,CFFEX.IC1806
2018-05-25,CFFEX.IC1806
2018-05-28,CFFEX.IC1806
2018-05-29,CFFEX.IC1806
2018-05-30,CFFEX.IC1806
2018-05-31,CFFEX.IC1806
2018-06-01,CFFEX.IC1806
2018-06-04,CFFEX.IC1806
2018-06-05,CFFEX.IC1806
2018-06-06,CFFEX.IC1806
2018-06-07,CFFEX.IC1806
2018-06-08,CFFEX.IC1806
2018-06-11,CFFEX.IC1806
2018-06-12,CFFEX.IC1806
2018-06-13,CFFEX.IC1806
2018-06-14,CFFEX.IC1806
2018-06-15,CFFEX.IC1806
2018-06-19,CFFEX.IC1807
2018-06-20,CFFEX.IC1807
2018-06-21,CFFEX.IC1807
2018-06-22,CFFEX.IC1807
2018-06-25,CFFEX.IC1807
2018-06-26,CFFEX.IC1807
2018-06-27,CFFEX.IC1807
2018-06-28,CFFEX.IC1807
2018-06-29,CFFEX.IC1807
2018-07-02,CFFEX.IC1807
2018-07-03,CFFEX.IC1807
2018-07-04,CFFEX.IC1807
2018-07-05,CFFEX.IC1807
2018-07-06,CFFEX.IC1807
2018-07-09,CFFEX.IC1807
2018-07-10,CFFEX.IC1807
2018-07-11,CFFEX.IC1807
2018-07-12,CFFEX.IC1807
2018-07-13,CFFEX.IC1807
2018-07-16,CFFEX.IC1807
2018-07-17,CFFEX.IC1807
2018-07-18,CFFEX.IC1807
2018-07-19,CFFEX.IC1807
2018-07-20,CFFEX.IC1808
2018-07-23,CFFEX.IC1808
2018-07-24,CFFEX.IC1808
2018-07-25,CFFEX.IC1808
2018-07-26,CFFEX.IC1808
2018-07-27,CFFEX.IC1808
2018-07-30,CFFEX.IC1808
2018-07-31,CFFEX.IC1808
2018-08-01,CFFEX.IC1808
2018-08-02,CFFEX.IC1808
2018-08-03,CFFEX.IC1808
2018-08-06,CFFEX.IC1808
2018-08-07,CFFEX.IC1808
2018-08-08,CFFEX.IC1808
2018-08-09,CFFEX.IC1808
2018-08-10,CFFEX.IC1808
2018-08-13,CFFEX.IC1808
2018-08-14,CFFEX.IC1808
2018-08-15,CFFEX.IC1808
2018-08-16,CFFEX.IC1808
2018-08-17,CFFEX.IC1809
2018-08-20,CFFEX.IC1809
2018-08-21,CFFEX.IC1809
2018-08-22,CFFEX.IC1809
2018-08-23,CFFEX.IC1809
2018-08-24,CFFEX.IC1809
2018-08-27,CFFEX.IC1809
2018-08-28,CFFEX.IC1809
2018-08-29,CFFEX.IC1809
2018-08-30,CFFEX.IC1809
2018-08-31,CFFEX.IC1809
2018-09-03,CFFEX.IC1809
2018-09-04,CFFEX.IC1809
2018-09-05,CFFEX.IC1809
2018-09-06,CFFEX.IC1809
2018-09-07,CFFEX.IC1809
2018-09-10,CFFEX.IC1809
2018-09-11,CFFEX.IC1809
2018-09-12,CFFEX.IC1809
2018-09-13,CFFEX.IC1809
2018-09-14,CFFEX.IC1809
2018-09-17,CFFEX.IC1809
2018-09-18,CFFEX.IC1809
2018-09-19,CFFEX.IC1809
2018-09-20,CFFEX.IC1809
2018-09-21,CFFEX.IC1810
2018-09-25,CFFEX.IC1810
2018-09-26,CFFEX.IC1810
2018-09-27,CFFEX.IC1810
2018-09-28,CFFEX.IC1810
2018-10-08,CFFEX.IC1810
2018-10-09,CFFEX.IC1810
2018-10-10,CFFEX.IC1810
2018-10-11,CFFEX.IC1810
2018-10-12,CFFEX.IC1810
2018-10-15,CFFEX.IC1810
2018-10-16,CFFEX.IC1810
2018-10-17,CFFEX.IC1810
2018-10-18,CFFEX.IC1810
2018-10-19,CFFEX.IC1811
2018-10-22,CFFEX.IC1811
2018-10-23,CFFEX.IC1811
2018-10-24,CFFEX.IC1811
2018-10-25,CFFEX.IC1811
2018-10-26,CFFEX.IC1811
2018-10-29,CFFEX.IC1811
2018-10-30,CFFEX.IC1811
2018-10-31,CFFEX.IC1811
2018-11-01,CFFEX.IC1811
2018-11-02,CFFEX.IC1811
2018-11-05,CFFEX.IC1811
2018-11-06,CFFEX.IC1811
2018-11-07,CFFEX.IC1811
2018-11-08,CFFEX.IC1811
2018-11-09,CFFEX.IC1811
2018-11-12,CFFEX.IC1811
2018-11-13,CFFEX.IC1811
2018-11-14,CFFEX.IC1811
2018-11-15,CFFEX.IC1811
2018-11-16,CFFEX.IC1812
2018-11-19,CFFEX.IC1812
2018-11-20,CFFEX.IC1812
2018-11-21,CFFEX.IC1812
2018-11-22,CFFEX.IC1812
2018-11-23,CFFEX.IC1812
2018-11-26,CFFEX.IC1812
2018-11-27,CFFEX.IC1812
2018-11-28,CFFEX.IC1812
2018-11-29,CFFEX.IC1812
2018-11-30,CFFEX.IC1812
2018-12-03,CFFEX.IC1812
2018-12-04,CFFEX.IC1812
2018-12-05,CFFEX.IC1812
2018-12-06,CFFEX.IC1812
2018-12-07,CFFEX.IC1812
2018-12-10,CFFEX.IC1812
2018-12-11,CFFEX.IC1812
2018-12-12,CFFEX.IC1812
2018-12-13,CFFEX.IC1812
2018-12-14,CFFEX.IC1812
2018-12-17,CFFEX.IC1812
2018-12-18,CFFEX.IC1812
2018-12-19,CFFEX.IC1812
2018-12-20,CFFEX.IC1812
2018-12-21,CFFEX.IC1901
2018-12-24,CFFEX.IC1901
2018-12-25,CFFEX.IC1901
2018-12-26,CFFEX.IC1901
2018-12-27,CFFEX.IC1901
2018-12-28,CFFEX.IC1901
2019-01-02,CFFEX.IC1901
2019-01-03,CFFEX.IC1901
2019-01-04,CFFEX.IC1901
2019-01-07,CFFEX.IC1901
2019-01-08,CFFEX.IC1901
2019-01-09,CFFEX.IC1901
2019-01-10,CFFEX.IC1901
2019-01-11,CFFEX.IC1901
2019-01-14,CFFEX.IC1901
2019-01-15,CFFEX.IC1901
2019-01-16,CFFEX.IC1901
2019-01-17,CFFEX.IC1901
2019-01-18,CFFEX.IC1902
2019-01-21,CFFEX.IC1902
2019-01-22,CFFEX.IC1902
2019-01-23,CFFEX.IC1902
2019-01-24,CFFEX.IC1902
2019-01-25,CFFEX.IC1902
2019-01-28,CFFEX.IC1902
2019-01-29,CFFEX.IC1902
2019-01-30,CFFEX.IC1902
2019-01-31,CFFEX.IC1902
2019-02-01,CFFEX.IC1902
2019-02-11,CFFEX.IC1902
2019-02-12,CFFEX.IC1902
2019-02-13,CFFEX.IC1902
2019-02-14,CFFEX.IC1902
2019-02-15,CFFEX.IC1903
2019-02-18,CFFEX.IC1903
2019-02-19,CFFEX.IC1903
2019-02-20,CFFEX.IC1903
2019-02-21,CFFEX.IC1903
2019-02-22,CFFEX.IC1903
2019-02-25,CFFEX.IC1903
2019-02-26,CFFEX.IC1903
2019-02-27,CFFEX.IC1903
2019-02-28,CFFEX.IC1903
2019-03-01,CFFEX.IC1903
2019-03-04,CFFEX.IC1903
2019-03-05,CFFEX.IC1903
2019-03-06,CFFEX.IC1903
2019-03-07,CFFEX.IC1903
2019-03-08,CFFEX.IC1903
2019-03-11,CFFEX.IC1903
2019-03-12,CFFEX.IC1903
2019-03-13,CFFEX.IC1903
2019-03-14,CFFEX.IC1903
2019-03-15,CFFEX.IC1904
2019-03-18,CFFEX.IC1904
2019-03-19,CFFEX.IC1904
2019-03-20,CFFEX.IC1904
2019-03-21,CFFEX.IC1904
2019-03-22,CFFEX.IC1904
2019-03-25,CFFEX.IC1904
2019-03-26,CFFEX.IC1904
2019-03-27,CFFEX.IC1904
2019-03-28,CFFEX.IC1904
2019-03-29,CFFEX.IC1904
2019-04-01,CFFEX.IC1904
2019-04-02,CFFEX.IC1904
2019-04-03,CFFEX.IC1904
2019-04-04,CFFEX.IC1904
2019-04-08,CFFEX.IC1904
2019-04-09,CFFEX.IC1904
2019-04-10,CFFEX.IC1904
2019-04-11,CFFEX.IC1904
2019-04-12,CFFEX.IC1904
2019-04-15,CFFEX.IC1904
2019-04-16,CFFEX.IC1904
2019-04-17,CFFEX.IC1904
2019-04-18,CFFEX.IC1904
2019-04-19,CFFEX.IC1905
2019-04-22,CFFEX.IC1905
2019-04-23,CFFEX.IC1905
2019-04-24,CFFEX.IC1905
2019-04-25,CFFEX.IC1905
2019-04-26,CFFEX.IC1905
2019-04-29,CFFEX.IC1905
2019-04-30,CFFEX.IC1905
2019-05-06,CFFEX.IC1905
2019-05-07,CFFEX.IC1905
2019-05-08,CFFEX.IC1905
2019-05-09,CFFEX.IC1905
2019-05-10,CFFEX.IC1905
2019-05-13,CFFEX.IC1905
2019-05-14,CFFEX.IC1905
2019-05-15,CFFEX.IC1905
2019-05-16,CFFEX.IC1906
2019-05-17,CFFEX.IC1906
2019-05-20,CFFEX.IC1906
2019-05-21,CFFEX.IC1906
2019-05-22,CFFEX.IC1906
2019-05-23,CFFEX.IC1906
2019-05-24,CFFEX.IC1906
2019-05-27,CFFEX.IC1906
2019-05-28,CFFEX.IC1906
2019-05-29,CFFEX.IC1906
2019-05-30,CFFEX.IC1906
2019-05-31,CFFEX.IC1906
2019-06-03,CFFEX.IC1906
2019-06-04,CFFEX.IC1906
2019-06-05,CFFEX.IC1906
2019-06-06,CFFEX.IC1906
2019-06-10,CFFEX.IC1906
2019-06-11,CFFEX.IC1906
2019-06-12,CFFEX.IC1906
2019-06-13,CFFEX.IC1906
2019-06-14,CFFEX.IC1906
2019-06-17,CFFEX.IC1906
2019-06-18,CFFEX.IC1906
2019-06-19,CFFEX.IC1906
2019-06-20,CFFEX.IC1907
2019-06-21,CFFEX.IC1907
2019-06-24,CFFEX.IC1907
2019-06-25,CFFEX.IC1907
2019-06-26,CFFEX.IC1907
2019-06-27,CFFEX.IC1907
2019-06-28,CFFEX.IC1907
2019-07-01,CFFEX.IC1907
2019-07-02,CFFEX.IC1907
2019-07-03,CFFEX.IC1907
2019-07-04,CFFEX.IC1907
2019-07-05,CFFEX.IC1907
2019-07-08,CFFEX.IC1907
2019-07-09,CFFEX.IC1907
2019-07-10,CFFEX.IC1907
2019-07-11,CFFEX.IC1907
2019-07-12,CFFEX.IC1907
2019-07-15,CFFEX.IC1907
2019-07-16,CFFEX.IC1907
2019-07-17,CFFEX.IC1907
2019-07-18,CFFEX.IC1907
2019-07-19,CFFEX.IC1908
2019-07-22,CFFEX.IC1908
2019-07-23,CFFEX.IC1908
2019-07-24,CFFEX.IC1908
2019-07-25,CFFEX.IC1908
2019-07-26,CFFEX.IC1908
2019-07-29,CFFEX.IC1908
2019-07-30,CFFEX.IC1908
2019-07-31,CFFEX.IC1908
2019-08-01,CFFEX.IC1908
2019-08-02,CFFEX.IC1908
2019-08-05,CFFEX.IC1908
2019-08-06,CFFEX.IC1908
2019-08-07,CFFEX.IC1908
2019-08-08,CFFEX.IC1908
2019-08-09,CFFEX.IC1908
2019-08-12,CFFEX.IC1908
2019-08-13,CFFEX.IC1908
2019-08-14,CFFEX.IC1908
2019-08-15,CFFEX.IC1909
2019-08-16,CFFEX.IC1909
2019-08-19,CFFEX.IC1909
2019-08-20,CFFEX.IC1909
2019-08-21,CFFEX.IC1909
2019-08-22,CFFEX.IC1909
2019-08-23,CFFEX.IC1909
2019-08-26,CFFEX.IC1909
2019-08-27,CFFEX.IC1909
2019-08-28,CFFEX.IC1909
2019-08-29,CFFEX.IC1909
2019-08-30,CFFEX.IC1909
2019-09-02,CFFEX.IC1909
2019-09-03,CFFEX.IC1909
2019-09-04,CFFEX.IC1909
2019-09-05,CFFEX.IC1909
2019-09-06,CFFEX.IC1909
2019-09-09,CFFEX.IC1909
2019-09-10,CFFEX.IC1909
2019-09-11,CFFEX.IC1909
2019-09-12,CFFEX.IC1909
2019-09-16,CFFEX.IC1909
2019-09-17,CFFEX.IC1909
2019-09-18,CFFEX.IC1909
2019-09-19,CFFEX.IC1910
2019-09-20,CFFEX.IC1910
2019-09-23,CFFEX.IC1910
2019-09-24,CFFEX.IC1910
2019-09-25,CFFEX.IC1910
2019-09-26,CFFEX.IC1910
2019-09-27,CFFEX.IC1910
2019-09-30,CFFEX.IC1910
2019-10-08,CFFEX.IC1910
2019-10-09,CFFEX.IC1910
2019-10-10,CFFEX.IC1910
2019-10-11,CFFEX.IC1910
2019-10-14,CFFEX.IC1910
2019-10-15,CFFEX.IC1910
2019-10-16,CFFEX.IC1910
2019-10-17,CFFEX.IC1910
2019-10-18,CFFEX.IC1911
2019-10-21,CFFEX.IC1911
2019-10-22,CFFEX.IC1911
2019-10-23,CFFEX.IC1911
2019-10-24,CFFEX.IC1911
2019-10-25,CFFEX.IC1911
2019-10-28,CFFEX.IC1911
2019-10-29,CFFEX.IC1911
2019-10-30,CFFEX.IC1911
2019-10-31,CFFEX.IC1911
2019-11-01,CFFEX.IC1911
2019-11-04,CFFEX.IC1911
2019-11-05,CFFEX.IC1911
2019-11-06,CFFEX.IC1911
2019-11-07,CFFEX.IC1911
2019-11-08,CFFEX.IC1911
2019-11-11,CFFEX.IC1911
2019-11-12,CFFEX.IC1911
2019-11-13,CFFEX.IC1911
2019-11-14,CFFEX.IC1912
2019-11-15,CFFEX.IC1912
2019-11-18,CFFEX.IC1912
2019-11-19,CFFEX.IC1912
2019-11-20,CFFEX.IC1912
2019-11-21,CFFEX.IC1912
2019-11-22,CFFEX.IC1912
2019-11-25,CFFEX.IC1912
2019-11-26,CFFEX.IC1912
2019-11-27,CFFEX.IC1912
2019-11-28,CFFEX.IC1912
2019-11-29,CFFEX.IC1912
2019-12-02,CFFEX.IC1912
2019-12-03,CFFEX.IC1912
2019-12-04,CFFEX.IC1912
2019-12-05,CFFEX.IC1912
2019-12-06,CFFEX.IC1912
2019-12-09,CFFEX.IC1912
2019-12-10,CFFEX.IC1912
2019-12-11,CFFEX.IC1912
2019-12-12,CFFEX.IC1912
2019-12-13,CFFEX.IC1912
2019-12-16,CFFEX.IC1912
2019-12-17,CFFEX.IC1912
2019-12-18,CFFEX.IC1912
2019-12-19,CFFEX.IC2001
2019-12-20,CFFEX.IC2001
2019-12-23,CFFEX.IC2001
2019-12-24,CFFEX.IC2001
2019-12-25,CFFEX.IC2001
2019-12-26,CFFEX.IC2001
2019-12-27,CFFEX.IC2001
2019-12-30,CFFEX.IC2001
2019-12-31,CFFEX.IC2001
2020-01-02,CFFEX.IC2001
2020-01-03,CFFEX.IC2001
2020-01-06,CFFEX.IC2001
2020-01-07,CFFEX.IC2001
2020-01-08,CFFEX.IC2001
2020-01-09,CFFEX.IC2001
2020-01-10,CFFEX.IC2001
2020-01-13,CFFEX.IC2001
2020-01-14,CFFEX.IC2001
2020-01-15,CFFEX.IC2001
2020-01-16,CFFEX.IC2001
2020-01-17,CFFEX.IC2002
2020-01-20,CFFEX.IC2002
2020-01-21,CFFEX.IC2002
2020-01-22,CFFEX.IC2002
2020-01-23,CFFEX.IC2002
2020-02-03,CFFEX.IC2002
2020-02-04,CFFEX.IC2002
2020-02-05,CFFEX.IC2002
2020-02-06,CFFEX.IC2002
2020-02-07,CFFEX.IC2002
2020-02-10,CFFEX.IC2002
2020-02-11,CFFEX.IC2002
2020-02-12,CFFEX.IC2002
2020-02-13,CFFEX.IC2002
2020-02-14,CFFEX.IC2002
2020-02-17,CFFEX.IC2002
2020-02-18,CFFEX.IC2002
2020-02-19,CFFEX.IC2003
2020-02-20,CFFEX.IC2003
2020-02-21,CFFEX.IC2003
2020-02-24,CFFEX.IC2003
2020-02-25,CFFEX.IC2003
2020-02-26,CFFEX.IC2003
2020-02-27,CFFEX.IC2003
2020-02-28,CFFEX.IC2003
2020-03-02,CFFEX.IC2003
2020-03-03,CFFEX.IC2003
2020-03-04,CFFEX.IC2003
2020-03-05,CFFEX.IC2003
2020-03-06,CFFEX.IC2003
2020-03-09,CFFEX.IC2003
2020-03-10,CFFEX.IC2003
2020-03-11,CFFEX.IC2003
2020-03-12,CFFEX.IC2003
2020-03-13,CFFEX.IC2003
2020-03-16,CFFEX.IC2003
2020-03-17,CFFEX.IC2003
2020-03-18,CFFEX.IC2003
2020-03-19,CFFEX.IC2004
2020-03-20,CFFEX.IC2004
2020-03-23,CFFEX.IC2004
2020-03-24,CFFEX.IC2004
2020-03-25,CFFEX.IC2004
2020-03-26,CFFEX.IC2004
2020-03-27,CFFEX.IC2004
2020-03-30,CFFEX.IC2004
2020-03-31,CFFEX.IC2004
2020-04-01,CFFEX.IC2004
2020-04-02,CFFEX.IC2004
2020-04-03,CFFEX.IC2004
2020-04-07,CFFEX.IC2004
2020-04-08,CFFEX.IC2004
2020-04-09,CFFEX.IC2004
2020-04-10,CFFEX.IC2004
2020-04-13,CFFEX.IC2004
2020-04-14,CFFEX.IC2004
2020-04-15,CFFEX.IC2004
2020-04-16,CFFEX.IC2004
2020-04-17,CFFEX.IC2005
2020-04-20,CFFEX.IC2005
2020-04-21,CFFEX.IC2005
2020-04-22,CFFEX.IC2005
2020-04-23,CFFEX.IC2005
2020-04-24,CFFEX.IC2005
2020-04-27,CFFEX.IC2005
2020-04-28,CFFEX.IC2005
2020-04-29,CFFEX.IC2005
2020-04-30,CFFEX.IC2005
2020-05-06,CFFEX.IC2005
2020-05-07,CFFEX.IC2005
2020-05-08,CFFEX.IC2005
2020-05-11,CFFEX.IC2005
2020-05-12,CFFEX.IC2005
2020-05-13,CFFEX.IC2005
2020-05-14,CFFEX.IC2006
2020-05-15,CFFEX.IC2006
2020-05-18,CFFEX.IC2006
2020-05-19,CFFEX.IC2006
2020-05-20,CFFEX.IC2006
2020-05-21,CFFEX.IC2006
2020-05-22,CFFEX.IC2006
2020-05-25,CFFEX.IC2006
2020-05-26,CFFEX.IC2006
2020-05-27,CFFEX.IC2006
2020-05-28,CFFEX.IC2006
2020-05-29,CFFEX.IC2006
2020-06-01,CFFEX.IC2006
2020-06-02,CFFEX.IC2006
2020-06-03,CFFEX.IC2006
2020-06-04,CFFEX.IC2006
2020-06-05,CFFEX.IC2006
2020-06-08,CFFEX.IC2006
2020-06-09,CFFEX.IC2006
2020-06-10,CFFEX.IC2006
2020-06-11,CFFEX.IC2006
2020-06-12,CFFEX.IC2006
2020-06-15,CFFEX.IC2006
2020-06-16,CFFEX.IC2006
2020-06-17,CFFEX.IC2006
2020-06-18,CFFEX.IC2007
2020-06-19,CFFEX.IC2007
2020-06-22,CFFEX.IC2007
2020-06-23,CFFEX.IC2007
2020-06-24,CFFEX.IC2007
2020-06-29,CFFEX.IC2007
2020-06-30,CFFEX.IC2007
2020-07-01,CFFEX.IC2007
2020-07-02,CFFEX.IC2007
2020-07-03,CFFEX.IC2007
2020-07-06,CFFEX.IC2007
2020-07-07,CFFEX.IC2007
2020-07-08,CFFEX.IC2007
2020-07-09,CFFEX.IC2007
2020-07-10,CFFEX.IC2007
2020-07-13,CFFEX.IC2007
2020-07-14,CFFEX.IC2007
2020-07-15,CFFEX.IC2007
2020-07-16,CFFEX.IC2008
2020-07-17,CFFEX.IC2008
2020-07-20,CFFEX.IC2008
2020-07-21,CFFEX.IC2008
2020-07-22,CFFEX.IC2008
2020-07-23,CFFEX.IC2008
2020-07-24,CFFEX.IC2008
2020-07-27,CFFEX.IC2008
2020-07-28,CFFEX.IC2008
2020-07-29,CFFEX.IC2008
2020-07-30,CFFEX.IC2008
2020-07-31,CFFEX.IC2008
2020-08-03,CFFEX.IC2008
2020-08-04,CFFEX.IC2008
2020-08-05,CFFEX.IC2008
2020-08-06,CFFEX.IC2008
2020-08-07,CFFEX.IC2008
2020-08-10,CFFEX.IC2008
2020-08-11,CFFEX.IC2008
2020-08-12,CFFEX.IC2008
2020-08-13,CFFEX.IC2008
2020-08-14,CFFEX.IC2008
2020-08-17,CFFEX.IC2008
2020-08-18,CFFEX.IC2008
2020-08-19,CFFEX.IC2008
2020-08-20,CFFEX.IC2009
2020-08-21,CFFEX.IC2009
2020-08-24,CFFEX.IC2009
2020-08-25,CFFEX.IC2009
2020-08-26,CFFEX.IC2009
2020-08-27,CFFEX.IC2009
2020-08-28,CFFEX.IC2009
2020-08-31,CFFEX.IC2009
2020-09-01,CFFEX.IC2009
2020-09-02,CFFEX.IC2009
2020-09-03,CFFEX.IC2009
2020-09-04,CFFEX.IC2009
2020-09-07,CFFEX.IC2009
2020-09-08,CFFEX.IC2009
2020-09-09,CFFEX.IC2009
2020-09-10,CFFEX.IC2009
2020-09-11,CFFEX.IC2009
2020-09-14,CFFEX.IC2009
2020-09-15,CFFEX.IC2009
2020-09-16,CFFEX.IC2009
2020-09-17,CFFEX.IC2010
2020-09-18,CFFEX.IC2010
2020-09-21,CFFEX.IC2010
2020-09-22,CFFEX.IC2010
2020-09-23,CFFEX.IC2010
2020-09-24,CFFEX.IC2010
2020-09-25,CFFEX.IC2010
2020-09-28,CFFEX.IC2010
2020-09-29,CFFEX.IC2010
2020-09-30,CFFEX.IC2010
2020-10-09,CFFEX.IC2010
2020-10-12,CFFEX.IC2010
2020-10-13,CFFEX.IC2010
2020-10-14,CFFEX.IC2010
2020-10-15,CFFEX.IC2010
2020-10-16,CFFEX.IC2011
2020-10-19,CFFEX.IC2011
2020-10-20,CFFEX.IC2011
2020-10-21,CFFEX.IC2011
2020-10-22,CFFEX.IC2011
2020-10-23,CFFEX.IC2011
2020-10-26,CFFEX.IC2011
2020-10-27,CFFEX.IC2011
2020-10-28,CFFEX.IC2011
2020-10-29,CFFEX.IC2011
2020-10-30,CFFEX.IC2011
2020-11-02,CFFEX.IC2011
2020-11-03,CFFEX.IC2011
2020-11-04,CFFEX.IC2011
2020-11-05,CFFEX.IC2011
2020-11-06,CFFEX.IC2011
2020-11-09,CFFEX.IC2011
2020-11-10,CFFEX.IC2011
2020-11-11,CFFEX.IC2011
2020-11-12,CFFEX.IC2011
2020-11-13,CFFEX.IC2011
2020-11-16,CFFEX.IC2011
2020-11-17,CFFEX.IC2011
2020-11-18,CFFEX.IC2011
2020-11-19,CFFEX.IC2012
2020-11-20,CFFEX.IC2012
2020-11-23,CFFEX.IC2012
2020-11-24,CFFEX.IC2012
2020-11-25,CFFEX.IC2012
2020-11-26,CFFEX.IC2012
2020-11-27,CFFEX.IC2012
2020-11-30,CFFEX.IC2012
2020-12-01,CFFEX.IC2012
2020-12-02,CFFEX.IC2012
2020-12-03,CFFEX.IC2012
2020-12-04,CFFEX.IC2012
2020-12-07,CFFEX.IC2012
2020-12-08,CFFEX.IC2012
2020-12-09,CFFEX.IC2012
2020-12-10,CFFEX.IC2012
2020-12-11,CFFEX.IC2012
2020-12-14,CFFEX.IC2012
2020-12-15,CFFEX.IC2012
2020-12-16,CFFEX.IC2012
2020-12-17,CFFEX.IC2012
2020-12-18,CFFEX.IC2101
2020-12-21,CFFEX.IC2101
2020-12-22,CFFEX.IC2101
2020-12-23,CFFEX.IC2101
2020-12-24,CFFEX.IC2101
2020-12-25,CFFEX.IC2101
2020-12-28,CFFEX.IC2101
2020-12-29,CFFEX.IC2101
2020-12-30,CFFEX.IC2101
2020-12-31,CFFEX.IC2101
2021-01-04,CFFEX.IC2101
2021-01-05,CFFEX.IC2101
2021-01-06,CFFEX.IC2101
2021-01-07,CFFEX.IC2101
2021-01-08,CFFEX.IC2101
2021-01-11,CFFEX.IC2101
2021-01-12,CFFEX.IC2101
2021-01-13,CFFEX.IC2101
2021-01-14,CFFEX.IC2101
2021-01-15,CFFEX.IC2102
2021-01-18,CFFEX.IC2102
2021-01-19,CFFEX.IC2102
2021-01-20,CFFEX.IC2102
2021-01-21,CFFEX.IC2102
2021-01-22,CFFEX.IC2102
2021-01-25,CFFEX.IC2102
2021-01-26,CFFEX.IC2102
2021-01-27,CFFEX.IC2102
2021-01-28,CFFEX.IC2102
2021-01-29,CFFEX.IC2102
2021-02-01,CFFEX.IC2102
2021-02-02,CFFEX.IC2102
2021-02-03,CFFEX.IC2102
2021-02-04,CFFEX.IC2102
2021-02-05,CFFEX.IC2102
2021-02-08,CFFEX.IC2102
2021-02-09,CFFEX.IC2102
2021-02-10,CFFEX.IC2102
2021-02-18,CFFEX.IC2102
2021-02-19,CFFEX.IC2103
2021-02-22,CFFEX.IC2103
2021-02-23,CFFEX.IC2103
2021-02-24,CFFEX.IC2103
2021-02-25,CFFEX.IC2103
2021-02-26,CFFEX.IC2103
2021-03-01,CFFEX.IC2103
2021-03-02,CFFEX.IC2103
2021-03-03,CFFEX.IC2103
2021-03-04,CFFEX.IC2103
2021-03-05,CFFEX.IC2103
2021-03-08,CFFEX.IC2103
2021-03-09,CFFEX.IC2103
2021-03-10,CFFEX.IC2103
2021-03-11,CFFEX.IC2103
2021-03-12,CFFEX.IC2103
2021-03-15,CFFEX.IC2103
2021-03-16,CFFEX.IC2103
2021-03-17,CFFEX.IC2103
2021-03-18,CFFEX.IC2103
2021-03-19,CFFEX.IC2104
2021-03-22,CFFEX.IC2104
2021-03-23,CFFEX.IC2104
2021-03-24,CFFEX.IC2104
2021-03-25,CFFEX.IC2104
2021-03-26,CFFEX.IC2104
2021-03-29,CFFEX.IC2104
2021-03-30,CFFEX.IC2104
2021-03-31,CFFEX.IC2104
2021-04-01,CFFEX.IC2104
2021-04-02,CFFEX.IC2104
2021-04-06,CFFEX.IC2104
2021-04-07,CFFEX.IC2104
2021-04-08,CFFEX.IC2104
2021-04-09,CFFEX.IC2104
2021-04-12,CFFEX.IC2104
2021-04-13,CFFEX.IC2104
2021-04-14,CFFEX.IC2104
2021-04-15,CFFEX.IC2105
2021-04-16,CFFEX.IC2105
2021-04-19,CFFEX.IC2105
2021-04-20,CFFEX.IC2105
2021-04-21,CFFEX.IC2105
2021-04-22,CFFEX.IC2105
2021-04-23,CFFEX.IC2105
2021-04-26,CFFEX.IC2105
2021-04-27,CFFEX.IC2105
2021-04-28,CFFEX.IC2105
2021-04-29,CFFEX.IC2105
2021-04-30,CFFEX.IC2105
2021-05-06,CFFEX.IC2105
2021-05-07,CFFEX.IC2105
2021-05-10,CFFEX.IC2105
2021-05-11,CFFEX.IC2105
2021-05-12,CFFEX.IC2105
2021-05-13,CFFEX.IC2105
2021-05-14,CFFEX.IC2105
2021-05-17,CFFEX.IC2105
2021-05-18,CFFEX.IC2105
2021-05-19,CFFEX.IC2105
2021-05-20,CFFEX.IC2106
2021-05-21,CFFEX.IC2106
2021-05-24,CFFEX.IC2106
2021-05-25,CFFEX.IC2106
2021-05-26,CFFEX.IC2106
2021-05-27,CFFEX.IC2106
2021-05-28,CFFEX.IC2106
2021-05-31,CFFEX.IC2106
2021-06-01,CFFEX.IC2106
2021-06-02,CFFEX.IC2106
2021-06-03,CFFEX.IC2106
2021-06-04,CFFEX.IC2106
