datetime,KQ.m@CFFEX.IC,expire_rest_days
2017-11-30 00:00:00+08:00,CFFEX.IC1712,16
2017-12-01 00:00:00+08:00,CFFEX.IC1712,15
2017-12-04 00:00:00+08:00,CFFEX.IC1712,14
2017-12-05 00:00:00+08:00,CFFEX.IC1712,11
2017-12-06 00:00:00+08:00,CFFEX.IC1712,10
2017-12-07 00:00:00+08:00,CFFEX.IC1712,9
2017-12-08 00:00:00+08:00,CFFEX.IC1712,8
2017-12-11 00:00:00+08:00,CFFEX.IC1712,7
2017-12-12 00:00:00+08:00,CFFEX.IC1712,4
2017-12-13 00:00:00+08:00,CFFEX.IC1712,3
2017-12-14 00:00:00+08:00,CFFEX.IC1712,2
2017-12-15 00:00:00+08:00,CFFEX.IC1712,1
2017-12-18 00:00:00+08:00,CFFEX.IC1801,35
2017-12-19 00:00:00+08:00,CFFEX.IC1801,32
2017-12-20 00:00:00+08:00,CFFEX.IC1801,31
2017-12-21 00:00:00+08:00,CFFEX.IC1801,30
2017-12-22 00:00:00+08:00,CFFEX.IC1801,29
2017-12-25 00:00:00+08:00,CFFEX.IC1801,28
2017-12-26 00:00:00+08:00,CFFEX.IC1801,25
2017-12-27 00:00:00+08:00,CFFEX.IC1801,24
2017-12-28 00:00:00+08:00,CFFEX.IC1801,23
2017-12-29 00:00:00+08:00,CFFEX.IC1801,22
2018-01-02 00:00:00+08:00,CFFEX.IC1801,18
2018-01-03 00:00:00+08:00,CFFEX.IC1801,17
2018-01-04 00:00:00+08:00,CFFEX.IC1801,16
2018-01-05 00:00:00+08:00,CFFEX.IC1801,15
2018-01-08 00:00:00+08:00,CFFEX.IC1801,14
2018-01-09 00:00:00+08:00,CFFEX.IC1801,11
2018-01-10 00:00:00+08:00,CFFEX.IC1801,10
2018-01-11 00:00:00+08:00,CFFEX.IC1801,9
2018-01-12 00:00:00+08:00,CFFEX.IC1801,8
2018-01-15 00:00:00+08:00,CFFEX.IC1801,7
2018-01-16 00:00:00+08:00,CFFEX.IC1801,4
2018-01-17 00:00:00+08:00,CFFEX.IC1801,3
2018-01-18 00:00:00+08:00,CFFEX.IC1801,2
2018-01-19 00:00:00+08:00,CFFEX.IC1801,1
2018-01-22 00:00:00+08:00,CFFEX.IC1802,34
2018-01-23 00:00:00+08:00,CFFEX.IC1802,31
2018-01-24 00:00:00+08:00,CFFEX.IC1802,30
2018-01-25 00:00:00+08:00,CFFEX.IC1802,29
2018-01-26 00:00:00+08:00,CFFEX.IC1802,28
2018-01-29 00:00:00+08:00,CFFEX.IC1802,27
2018-01-30 00:00:00+08:00,CFFEX.IC1802,24
2018-01-31 00:00:00+08:00,CFFEX.IC1802,23
2018-02-01 00:00:00+08:00,CFFEX.IC1802,22
2018-02-02 00:00:00+08:00,CFFEX.IC1802,21
2018-02-05 00:00:00+08:00,CFFEX.IC1802,20
2018-02-06 00:00:00+08:00,CFFEX.IC1802,17
2018-02-07 00:00:00+08:00,CFFEX.IC1802,16
2018-02-08 00:00:00+08:00,CFFEX.IC1802,15
2018-02-09 00:00:00+08:00,CFFEX.IC1802,14
2018-02-12 00:00:00+08:00,CFFEX.IC1802,13
2018-02-13 00:00:00+08:00,CFFEX.IC1802,10
2018-02-14 00:00:00+08:00,CFFEX.IC1802,9
2018-02-22 00:00:00+08:00,CFFEX.IC1803,23
2018-02-23 00:00:00+08:00,CFFEX.IC1803,22
2018-02-26 00:00:00+08:00,CFFEX.IC1803,21
2018-02-27 00:00:00+08:00,CFFEX.IC1803,18
2018-02-28 00:00:00+08:00,CFFEX.IC1803,17
2018-03-01 00:00:00+08:00,CFFEX.IC1803,16
2018-03-02 00:00:00+08:00,CFFEX.IC1803,15
2018-03-05 00:00:00+08:00,CFFEX.IC1803,14
2018-03-06 00:00:00+08:00,CFFEX.IC1803,11
2018-03-07 00:00:00+08:00,CFFEX.IC1803,10
2018-03-08 00:00:00+08:00,CFFEX.IC1803,9
2018-03-09 00:00:00+08:00,CFFEX.IC1803,8
2018-03-12 00:00:00+08:00,CFFEX.IC1803,7
2018-03-13 00:00:00+08:00,CFFEX.IC1803,4
2018-03-14 00:00:00+08:00,CFFEX.IC1803,3
2018-03-15 00:00:00+08:00,CFFEX.IC1803,2
2018-03-16 00:00:00+08:00,CFFEX.IC1803,1
2018-03-19 00:00:00+08:00,CFFEX.IC1804,35
2018-03-20 00:00:00+08:00,CFFEX.IC1804,32
2018-03-21 00:00:00+08:00,CFFEX.IC1804,31
2018-03-22 00:00:00+08:00,CFFEX.IC1804,30
2018-03-23 00:00:00+08:00,CFFEX.IC1804,29
2018-03-26 00:00:00+08:00,CFFEX.IC1804,28
2018-03-27 00:00:00+08:00,CFFEX.IC1804,25
2018-03-28 00:00:00+08:00,CFFEX.IC1804,24
2018-03-29 00:00:00+08:00,CFFEX.IC1804,23
2018-03-30 00:00:00+08:00,CFFEX.IC1804,22
2018-04-02 00:00:00+08:00,CFFEX.IC1804,21
2018-04-03 00:00:00+08:00,CFFEX.IC1804,18
2018-04-04 00:00:00+08:00,CFFEX.IC1804,17
2018-04-09 00:00:00+08:00,CFFEX.IC1804,14
2018-04-10 00:00:00+08:00,CFFEX.IC1804,11
2018-04-11 00:00:00+08:00,CFFEX.IC1804,10
2018-04-12 00:00:00+08:00,CFFEX.IC1804,9
2018-04-13 00:00:00+08:00,CFFEX.IC1804,8
2018-04-16 00:00:00+08:00,CFFEX.IC1804,7
2018-04-17 00:00:00+08:00,CFFEX.IC1804,4
2018-04-18 00:00:00+08:00,CFFEX.IC1804,3
2018-04-19 00:00:00+08:00,CFFEX.IC1804,2
2018-04-20 00:00:00+08:00,CFFEX.IC1804,1
2018-04-23 00:00:00+08:00,CFFEX.IC1805,28
2018-04-24 00:00:00+08:00,CFFEX.IC1805,25
2018-04-25 00:00:00+08:00,CFFEX.IC1805,24
2018-04-26 00:00:00+08:00,CFFEX.IC1805,23
2018-04-27 00:00:00+08:00,CFFEX.IC1805,22
2018-05-02 00:00:00+08:00,CFFEX.IC1805,17
2018-05-03 00:00:00+08:00,CFFEX.IC1805,16
2018-05-04 00:00:00+08:00,CFFEX.IC1805,15
2018-05-07 00:00:00+08:00,CFFEX.IC1805,14
2018-05-08 00:00:00+08:00,CFFEX.IC1805,11
2018-05-09 00:00:00+08:00,CFFEX.IC1805,10
2018-05-10 00:00:00+08:00,CFFEX.IC1805,9
2018-05-11 00:00:00+08:00,CFFEX.IC1805,8
2018-05-14 00:00:00+08:00,CFFEX.IC1805,7
2018-05-15 00:00:00+08:00,CFFEX.IC1805,4
2018-05-16 00:00:00+08:00,CFFEX.IC1805,3
2018-05-17 00:00:00+08:00,CFFEX.IC1805,2
2018-05-18 00:00:00+08:00,CFFEX.IC1806,29
2018-05-21 00:00:00+08:00,CFFEX.IC1806,28
2018-05-22 00:00:00+08:00,CFFEX.IC1806,25
2018-05-23 00:00:00+08:00,CFFEX.IC1806,24
2018-05-24 00:00:00+08:00,CFFEX.IC1806,23
2018-05-25 00:00:00+08:00,CFFEX.IC1806,22
2018-05-28 00:00:00+08:00,CFFEX.IC1806,21
2018-05-29 00:00:00+08:00,CFFEX.IC1806,18
2018-05-30 00:00:00+08:00,CFFEX.IC1806,17
2018-05-31 00:00:00+08:00,CFFEX.IC1806,16
2018-06-01 00:00:00+08:00,CFFEX.IC1806,15
2018-06-04 00:00:00+08:00,CFFEX.IC1806,14
2018-06-05 00:00:00+08:00,CFFEX.IC1806,11
2018-06-06 00:00:00+08:00,CFFEX.IC1806,10
2018-06-07 00:00:00+08:00,CFFEX.IC1806,9
2018-06-08 00:00:00+08:00,CFFEX.IC1806,8
2018-06-11 00:00:00+08:00,CFFEX.IC1806,7
2018-06-12 00:00:00+08:00,CFFEX.IC1806,4
2018-06-13 00:00:00+08:00,CFFEX.IC1806,3
2018-06-14 00:00:00+08:00,CFFEX.IC1806,2
2018-06-15 00:00:00+08:00,CFFEX.IC1806,1
2018-06-19 00:00:00+08:00,CFFEX.IC1807,32
2018-06-20 00:00:00+08:00,CFFEX.IC1807,31
2018-06-21 00:00:00+08:00,CFFEX.IC1807,30
2018-06-22 00:00:00+08:00,CFFEX.IC1807,29
2018-06-25 00:00:00+08:00,CFFEX.IC1807,28
2018-06-26 00:00:00+08:00,CFFEX.IC1807,25
2018-06-27 00:00:00+08:00,CFFEX.IC1807,24
2018-06-28 00:00:00+08:00,CFFEX.IC1807,23
2018-06-29 00:00:00+08:00,CFFEX.IC1807,22
2018-07-02 00:00:00+08:00,CFFEX.IC1807,21
2018-07-03 00:00:00+08:00,CFFEX.IC1807,18
2018-07-04 00:00:00+08:00,CFFEX.IC1807,17
2018-07-05 00:00:00+08:00,CFFEX.IC1807,16
2018-07-06 00:00:00+08:00,CFFEX.IC1807,15
2018-07-09 00:00:00+08:00,CFFEX.IC1807,14
2018-07-10 00:00:00+08:00,CFFEX.IC1807,11
2018-07-11 00:00:00+08:00,CFFEX.IC1807,10
2018-07-12 00:00:00+08:00,CFFEX.IC1807,9
2018-07-13 00:00:00+08:00,CFFEX.IC1807,8
2018-07-16 00:00:00+08:00,CFFEX.IC1807,7
2018-07-17 00:00:00+08:00,CFFEX.IC1807,4
2018-07-18 00:00:00+08:00,CFFEX.IC1807,3
2018-07-19 00:00:00+08:00,CFFEX.IC1807,2
2018-07-20 00:00:00+08:00,CFFEX.IC1808,29
2018-07-23 00:00:00+08:00,CFFEX.IC1808,28
2018-07-24 00:00:00+08:00,CFFEX.IC1808,25
2018-07-25 00:00:00+08:00,CFFEX.IC1808,24
2018-07-26 00:00:00+08:00,CFFEX.IC1808,23
2018-07-27 00:00:00+08:00,CFFEX.IC1808,22
2018-07-30 00:00:00+08:00,CFFEX.IC1808,21
2018-07-31 00:00:00+08:00,CFFEX.IC1808,18
2018-08-01 00:00:00+08:00,CFFEX.IC1808,17
2018-08-02 00:00:00+08:00,CFFEX.IC1808,16
2018-08-03 00:00:00+08:00,CFFEX.IC1808,15
2018-08-06 00:00:00+08:00,CFFEX.IC1808,14
2018-08-07 00:00:00+08:00,CFFEX.IC1808,11
2018-08-08 00:00:00+08:00,CFFEX.IC1808,10
2018-08-09 00:00:00+08:00,CFFEX.IC1808,9
2018-08-10 00:00:00+08:00,CFFEX.IC1808,8
2018-08-13 00:00:00+08:00,CFFEX.IC1808,7
2018-08-14 00:00:00+08:00,CFFEX.IC1808,4
2018-08-15 00:00:00+08:00,CFFEX.IC1808,3
2018-08-16 00:00:00+08:00,CFFEX.IC1808,2
2018-08-17 00:00:00+08:00,CFFEX.IC1809,36
2018-08-20 00:00:00+08:00,CFFEX.IC1809,35
2018-08-21 00:00:00+08:00,CFFEX.IC1809,32
2018-08-22 00:00:00+08:00,CFFEX.IC1809,31
2018-08-23 00:00:00+08:00,CFFEX.IC1809,30
2018-08-24 00:00:00+08:00,CFFEX.IC1809,29
2018-08-27 00:00:00+08:00,CFFEX.IC1809,28
2018-08-28 00:00:00+08:00,CFFEX.IC1809,25
2018-08-29 00:00:00+08:00,CFFEX.IC1809,24
2018-08-30 00:00:00+08:00,CFFEX.IC1809,23
2018-08-31 00:00:00+08:00,CFFEX.IC1809,22
2018-09-03 00:00:00+08:00,CFFEX.IC1809,21
2018-09-04 00:00:00+08:00,CFFEX.IC1809,18
2018-09-05 00:00:00+08:00,CFFEX.IC1809,17
2018-09-06 00:00:00+08:00,CFFEX.IC1809,16
2018-09-07 00:00:00+08:00,CFFEX.IC1809,15
2018-09-10 00:00:00+08:00,CFFEX.IC1809,14
2018-09-11 00:00:00+08:00,CFFEX.IC1809,11
2018-09-12 00:00:00+08:00,CFFEX.IC1809,10
2018-09-13 00:00:00+08:00,CFFEX.IC1809,9
2018-09-14 00:00:00+08:00,CFFEX.IC1809,8
2018-09-17 00:00:00+08:00,CFFEX.IC1809,7
2018-09-18 00:00:00+08:00,CFFEX.IC1809,4
2018-09-19 00:00:00+08:00,CFFEX.IC1809,3
2018-09-20 00:00:00+08:00,CFFEX.IC1809,2
2018-09-21 00:00:00+08:00,CFFEX.IC1810,29
2018-09-25 00:00:00+08:00,CFFEX.IC1810,25
2018-09-26 00:00:00+08:00,CFFEX.IC1810,24
2018-09-27 00:00:00+08:00,CFFEX.IC1810,23
2018-09-28 00:00:00+08:00,CFFEX.IC1810,22
2018-10-08 00:00:00+08:00,CFFEX.IC1810,14
2018-10-09 00:00:00+08:00,CFFEX.IC1810,11
2018-10-10 00:00:00+08:00,CFFEX.IC1810,10
2018-10-11 00:00:00+08:00,CFFEX.IC1810,9
2018-10-12 00:00:00+08:00,CFFEX.IC1810,8
2018-10-15 00:00:00+08:00,CFFEX.IC1810,7
2018-10-16 00:00:00+08:00,CFFEX.IC1810,4
2018-10-17 00:00:00+08:00,CFFEX.IC1810,3
2018-10-18 00:00:00+08:00,CFFEX.IC1810,2
2018-10-19 00:00:00+08:00,CFFEX.IC1811,29
2018-10-22 00:00:00+08:00,CFFEX.IC1811,28
2018-10-23 00:00:00+08:00,CFFEX.IC1811,25
2018-10-24 00:00:00+08:00,CFFEX.IC1811,24
2018-10-25 00:00:00+08:00,CFFEX.IC1811,23
2018-10-26 00:00:00+08:00,CFFEX.IC1811,22
2018-10-29 00:00:00+08:00,CFFEX.IC1811,21
2018-10-30 00:00:00+08:00,CFFEX.IC1811,18
2018-10-31 00:00:00+08:00,CFFEX.IC1811,17
2018-11-01 00:00:00+08:00,CFFEX.IC1811,16
2018-11-02 00:00:00+08:00,CFFEX.IC1811,15
2018-11-05 00:00:00+08:00,CFFEX.IC1811,14
2018-11-06 00:00:00+08:00,CFFEX.IC1811,11
2018-11-07 00:00:00+08:00,CFFEX.IC1811,10
2018-11-08 00:00:00+08:00,CFFEX.IC1811,9
2018-11-09 00:00:00+08:00,CFFEX.IC1811,8
2018-11-12 00:00:00+08:00,CFFEX.IC1811,7
2018-11-13 00:00:00+08:00,CFFEX.IC1811,4
2018-11-14 00:00:00+08:00,CFFEX.IC1811,3
2018-11-15 00:00:00+08:00,CFFEX.IC1811,2
2018-11-16 00:00:00+08:00,CFFEX.IC1812,36
2018-11-19 00:00:00+08:00,CFFEX.IC1812,35
2018-11-20 00:00:00+08:00,CFFEX.IC1812,32
2018-11-21 00:00:00+08:00,CFFEX.IC1812,31
2018-11-22 00:00:00+08:00,CFFEX.IC1812,30
2018-11-23 00:00:00+08:00,CFFEX.IC1812,29
2018-11-26 00:00:00+08:00,CFFEX.IC1812,28
2018-11-27 00:00:00+08:00,CFFEX.IC1812,25
2018-11-28 00:00:00+08:00,CFFEX.IC1812,24
2018-11-29 00:00:00+08:00,CFFEX.IC1812,23
2018-11-30 00:00:00+08:00,CFFEX.IC1812,22
2018-12-03 00:00:00+08:00,CFFEX.IC1812,21
2018-12-04 00:00:00+08:00,CFFEX.IC1812,18
2018-12-05 00:00:00+08:00,CFFEX.IC1812,17
2018-12-06 00:00:00+08:00,CFFEX.IC1812,16
2018-12-07 00:00:00+08:00,CFFEX.IC1812,15
2018-12-10 00:00:00+08:00,CFFEX.IC1812,14
2018-12-11 00:00:00+08:00,CFFEX.IC1812,11
2018-12-12 00:00:00+08:00,CFFEX.IC1812,10
2018-12-13 00:00:00+08:00,CFFEX.IC1812,9
2018-12-14 00:00:00+08:00,CFFEX.IC1812,8
2018-12-17 00:00:00+08:00,CFFEX.IC1812,7
2018-12-18 00:00:00+08:00,CFFEX.IC1812,4
2018-12-19 00:00:00+08:00,CFFEX.IC1812,3
2018-12-20 00:00:00+08:00,CFFEX.IC1812,2
2018-12-21 00:00:00+08:00,CFFEX.IC1901,29
2018-12-24 00:00:00+08:00,CFFEX.IC1901,28
2018-12-25 00:00:00+08:00,CFFEX.IC1901,25
2018-12-26 00:00:00+08:00,CFFEX.IC1901,24
2018-12-27 00:00:00+08:00,CFFEX.IC1901,23
2018-12-28 00:00:00+08:00,CFFEX.IC1901,22
2019-01-02 00:00:00+08:00,CFFEX.IC1901,17
2019-01-03 00:00:00+08:00,CFFEX.IC1901,16
2019-01-04 00:00:00+08:00,CFFEX.IC1901,15
2019-01-07 00:00:00+08:00,CFFEX.IC1901,14
2019-01-08 00:00:00+08:00,CFFEX.IC1901,11
2019-01-09 00:00:00+08:00,CFFEX.IC1901,10
2019-01-10 00:00:00+08:00,CFFEX.IC1901,9
2019-01-11 00:00:00+08:00,CFFEX.IC1901,8
2019-01-14 00:00:00+08:00,CFFEX.IC1901,7
2019-01-15 00:00:00+08:00,CFFEX.IC1901,4
2019-01-16 00:00:00+08:00,CFFEX.IC1901,3
2019-01-17 00:00:00+08:00,CFFEX.IC1901,2
2019-01-18 00:00:00+08:00,CFFEX.IC1902,29
2019-01-21 00:00:00+08:00,CFFEX.IC1902,28
2019-01-22 00:00:00+08:00,CFFEX.IC1902,25
2019-01-23 00:00:00+08:00,CFFEX.IC1902,24
2019-01-24 00:00:00+08:00,CFFEX.IC1902,23
2019-01-25 00:00:00+08:00,CFFEX.IC1902,22
2019-01-28 00:00:00+08:00,CFFEX.IC1902,21
2019-01-29 00:00:00+08:00,CFFEX.IC1902,18
2019-01-30 00:00:00+08:00,CFFEX.IC1902,17
2019-01-31 00:00:00+08:00,CFFEX.IC1902,16
2019-02-01 00:00:00+08:00,CFFEX.IC1902,15
2019-02-11 00:00:00+08:00,CFFEX.IC1902,7
2019-02-12 00:00:00+08:00,CFFEX.IC1902,4
2019-02-13 00:00:00+08:00,CFFEX.IC1902,3
2019-02-14 00:00:00+08:00,CFFEX.IC1902,2
2019-02-15 00:00:00+08:00,CFFEX.IC1903,29
2019-02-18 00:00:00+08:00,CFFEX.IC1903,28
2019-02-19 00:00:00+08:00,CFFEX.IC1903,25
2019-02-20 00:00:00+08:00,CFFEX.IC1903,24
2019-02-21 00:00:00+08:00,CFFEX.IC1903,23
2019-02-22 00:00:00+08:00,CFFEX.IC1903,22
2019-02-25 00:00:00+08:00,CFFEX.IC1903,21
2019-02-26 00:00:00+08:00,CFFEX.IC1903,18
2019-02-27 00:00:00+08:00,CFFEX.IC1903,17
2019-02-28 00:00:00+08:00,CFFEX.IC1903,16
2019-03-01 00:00:00+08:00,CFFEX.IC1903,15
2019-03-04 00:00:00+08:00,CFFEX.IC1903,14
2019-03-05 00:00:00+08:00,CFFEX.IC1903,11
2019-03-06 00:00:00+08:00,CFFEX.IC1903,10
2019-03-07 00:00:00+08:00,CFFEX.IC1903,9
2019-03-08 00:00:00+08:00,CFFEX.IC1903,8
2019-03-11 00:00:00+08:00,CFFEX.IC1903,7
2019-03-12 00:00:00+08:00,CFFEX.IC1903,4
2019-03-13 00:00:00+08:00,CFFEX.IC1903,3
2019-03-14 00:00:00+08:00,CFFEX.IC1903,2
2019-03-15 00:00:00+08:00,CFFEX.IC1904,36
2019-03-18 00:00:00+08:00,CFFEX.IC1904,35
2019-03-19 00:00:00+08:00,CFFEX.IC1904,32
2019-03-20 00:00:00+08:00,CFFEX.IC1904,31
2019-03-21 00:00:00+08:00,CFFEX.IC1904,30
2019-03-22 00:00:00+08:00,CFFEX.IC1904,29
2019-03-25 00:00:00+08:00,CFFEX.IC1904,28
2019-03-26 00:00:00+08:00,CFFEX.IC1904,25
2019-03-27 00:00:00+08:00,CFFEX.IC1904,24
2019-03-28 00:00:00+08:00,CFFEX.IC1904,23
2019-03-29 00:00:00+08:00,CFFEX.IC1904,22
2019-04-01 00:00:00+08:00,CFFEX.IC1904,21
2019-04-02 00:00:00+08:00,CFFEX.IC1904,18
2019-04-03 00:00:00+08:00,CFFEX.IC1904,17
2019-04-04 00:00:00+08:00,CFFEX.IC1904,16
2019-04-08 00:00:00+08:00,CFFEX.IC1904,14
2019-04-09 00:00:00+08:00,CFFEX.IC1904,11
2019-04-10 00:00:00+08:00,CFFEX.IC1904,10
2019-04-11 00:00:00+08:00,CFFEX.IC1904,9
2019-04-12 00:00:00+08:00,CFFEX.IC1904,8
2019-04-15 00:00:00+08:00,CFFEX.IC1904,7
2019-04-16 00:00:00+08:00,CFFEX.IC1904,4
2019-04-17 00:00:00+08:00,CFFEX.IC1904,3
2019-04-18 00:00:00+08:00,CFFEX.IC1904,2
2019-04-19 00:00:00+08:00,CFFEX.IC1905,29
2019-04-22 00:00:00+08:00,CFFEX.IC1905,28
2019-04-23 00:00:00+08:00,CFFEX.IC1905,25
2019-04-24 00:00:00+08:00,CFFEX.IC1905,24
2019-04-25 00:00:00+08:00,CFFEX.IC1905,23
2019-04-26 00:00:00+08:00,CFFEX.IC1905,22
2019-04-29 00:00:00+08:00,CFFEX.IC1905,21
2019-04-30 00:00:00+08:00,CFFEX.IC1905,18
2019-05-06 00:00:00+08:00,CFFEX.IC1905,14
2019-05-07 00:00:00+08:00,CFFEX.IC1905,11
2019-05-08 00:00:00+08:00,CFFEX.IC1905,10
2019-05-09 00:00:00+08:00,CFFEX.IC1905,9
2019-05-10 00:00:00+08:00,CFFEX.IC1905,8
2019-05-13 00:00:00+08:00,CFFEX.IC1905,7
2019-05-14 00:00:00+08:00,CFFEX.IC1905,4
2019-05-15 00:00:00+08:00,CFFEX.IC1905,3
2019-05-16 00:00:00+08:00,CFFEX.IC1906,37
2019-05-17 00:00:00+08:00,CFFEX.IC1906,36
2019-05-20 00:00:00+08:00,CFFEX.IC1906,35
2019-05-21 00:00:00+08:00,CFFEX.IC1906,32
2019-05-22 00:00:00+08:00,CFFEX.IC1906,31
2019-05-23 00:00:00+08:00,CFFEX.IC1906,30
2019-05-24 00:00:00+08:00,CFFEX.IC1906,29
2019-05-27 00:00:00+08:00,CFFEX.IC1906,28
2019-05-28 00:00:00+08:00,CFFEX.IC1906,25
2019-05-29 00:00:00+08:00,CFFEX.IC1906,24
2019-05-30 00:00:00+08:00,CFFEX.IC1906,23
2019-05-31 00:00:00+08:00,CFFEX.IC1906,22
2019-06-03 00:00:00+08:00,CFFEX.IC1906,21
2019-06-04 00:00:00+08:00,CFFEX.IC1906,18
2019-06-05 00:00:00+08:00,CFFEX.IC1906,17
2019-06-06 00:00:00+08:00,CFFEX.IC1906,16
2019-06-10 00:00:00+08:00,CFFEX.IC1906,14
2019-06-11 00:00:00+08:00,CFFEX.IC1906,11
2019-06-12 00:00:00+08:00,CFFEX.IC1906,10
2019-06-13 00:00:00+08:00,CFFEX.IC1906,9
2019-06-14 00:00:00+08:00,CFFEX.IC1906,8
2019-06-17 00:00:00+08:00,CFFEX.IC1906,7
2019-06-18 00:00:00+08:00,CFFEX.IC1906,4
2019-06-19 00:00:00+08:00,CFFEX.IC1906,3
2019-06-20 00:00:00+08:00,CFFEX.IC1907,30
2019-06-21 00:00:00+08:00,CFFEX.IC1907,29
2019-06-24 00:00:00+08:00,CFFEX.IC1907,28
2019-06-25 00:00:00+08:00,CFFEX.IC1907,25
2019-06-26 00:00:00+08:00,CFFEX.IC1907,24
2019-06-27 00:00:00+08:00,CFFEX.IC1907,23
2019-06-28 00:00:00+08:00,CFFEX.IC1907,22
2019-07-01 00:00:00+08:00,CFFEX.IC1907,21
2019-07-02 00:00:00+08:00,CFFEX.IC1907,18
2019-07-03 00:00:00+08:00,CFFEX.IC1907,17
2019-07-04 00:00:00+08:00,CFFEX.IC1907,16
2019-07-05 00:00:00+08:00,CFFEX.IC1907,15
2019-07-08 00:00:00+08:00,CFFEX.IC1907,14
2019-07-09 00:00:00+08:00,CFFEX.IC1907,11
2019-07-10 00:00:00+08:00,CFFEX.IC1907,10
2019-07-11 00:00:00+08:00,CFFEX.IC1907,9
2019-07-12 00:00:00+08:00,CFFEX.IC1907,8
2019-07-15 00:00:00+08:00,CFFEX.IC1907,7
2019-07-16 00:00:00+08:00,CFFEX.IC1907,4
2019-07-17 00:00:00+08:00,CFFEX.IC1907,3
2019-07-18 00:00:00+08:00,CFFEX.IC1907,2
2019-07-19 00:00:00+08:00,CFFEX.IC1908,29
2019-07-22 00:00:00+08:00,CFFEX.IC1908,28
2019-07-23 00:00:00+08:00,CFFEX.IC1908,25
2019-07-24 00:00:00+08:00,CFFEX.IC1908,24
2019-07-25 00:00:00+08:00,CFFEX.IC1908,23
2019-07-26 00:00:00+08:00,CFFEX.IC1908,22
2019-07-29 00:00:00+08:00,CFFEX.IC1908,21
2019-07-30 00:00:00+08:00,CFFEX.IC1908,18
2019-07-31 00:00:00+08:00,CFFEX.IC1908,17
2019-08-01 00:00:00+08:00,CFFEX.IC1908,16
2019-08-02 00:00:00+08:00,CFFEX.IC1908,15
2019-08-05 00:00:00+08:00,CFFEX.IC1908,14
2019-08-06 00:00:00+08:00,CFFEX.IC1908,11
2019-08-07 00:00:00+08:00,CFFEX.IC1908,10
2019-08-08 00:00:00+08:00,CFFEX.IC1908,9
2019-08-09 00:00:00+08:00,CFFEX.IC1908,8
2019-08-12 00:00:00+08:00,CFFEX.IC1908,7
2019-08-13 00:00:00+08:00,CFFEX.IC1908,4
2019-08-14 00:00:00+08:00,CFFEX.IC1908,3
2019-08-15 00:00:00+08:00,CFFEX.IC1909,37
2019-08-16 00:00:00+08:00,CFFEX.IC1909,36
2019-08-19 00:00:00+08:00,CFFEX.IC1909,35
2019-08-20 00:00:00+08:00,CFFEX.IC1909,32
2019-08-21 00:00:00+08:00,CFFEX.IC1909,31
2019-08-22 00:00:00+08:00,CFFEX.IC1909,30
2019-08-23 00:00:00+08:00,CFFEX.IC1909,29
2019-08-26 00:00:00+08:00,CFFEX.IC1909,28
2019-08-27 00:00:00+08:00,CFFEX.IC1909,25
2019-08-28 00:00:00+08:00,CFFEX.IC1909,24
2019-08-29 00:00:00+08:00,CFFEX.IC1909,23
2019-08-30 00:00:00+08:00,CFFEX.IC1909,22
2019-09-02 00:00:00+08:00,CFFEX.IC1909,21
2019-09-03 00:00:00+08:00,CFFEX.IC1909,18
2019-09-04 00:00:00+08:00,CFFEX.IC1909,17
2019-09-05 00:00:00+08:00,CFFEX.IC1909,16
2019-09-06 00:00:00+08:00,CFFEX.IC1909,15
2019-09-09 00:00:00+08:00,CFFEX.IC1909,14
2019-09-10 00:00:00+08:00,CFFEX.IC1909,11
2019-09-11 00:00:00+08:00,CFFEX.IC1909,10
2019-09-12 00:00:00+08:00,CFFEX.IC1909,9
2019-09-16 00:00:00+08:00,CFFEX.IC1909,7
2019-09-17 00:00:00+08:00,CFFEX.IC1909,4
2019-09-18 00:00:00+08:00,CFFEX.IC1909,3
2019-09-19 00:00:00+08:00,CFFEX.IC1910,30
2019-09-20 00:00:00+08:00,CFFEX.IC1910,29
2019-09-23 00:00:00+08:00,CFFEX.IC1910,28
2019-09-24 00:00:00+08:00,CFFEX.IC1910,25
2019-09-25 00:00:00+08:00,CFFEX.IC1910,24
2019-09-26 00:00:00+08:00,CFFEX.IC1910,23
2019-09-27 00:00:00+08:00,CFFEX.IC1910,22
2019-09-30 00:00:00+08:00,CFFEX.IC1910,21
2019-10-08 00:00:00+08:00,CFFEX.IC1910,11
2019-10-09 00:00:00+08:00,CFFEX.IC1910,10
2019-10-10 00:00:00+08:00,CFFEX.IC1910,9
2019-10-11 00:00:00+08:00,CFFEX.IC1910,8
2019-10-14 00:00:00+08:00,CFFEX.IC1910,7
2019-10-15 00:00:00+08:00,CFFEX.IC1910,4
2019-10-16 00:00:00+08:00,CFFEX.IC1910,3
2019-10-17 00:00:00+08:00,CFFEX.IC1910,2
2019-10-18 00:00:00+08:00,CFFEX.IC1911,29
2019-10-21 00:00:00+08:00,CFFEX.IC1911,28
2019-10-22 00:00:00+08:00,CFFEX.IC1911,25
2019-10-23 00:00:00+08:00,CFFEX.IC1911,24
2019-10-24 00:00:00+08:00,CFFEX.IC1911,23
2019-10-25 00:00:00+08:00,CFFEX.IC1911,22
2019-10-28 00:00:00+08:00,CFFEX.IC1911,21
2019-10-29 00:00:00+08:00,CFFEX.IC1911,18
2019-10-30 00:00:00+08:00,CFFEX.IC1911,17
